latitude,longitude,trip_timestamp,trip_id,watermarked_lat,watermarked_long,dist
52.391,9.7521,1654676108948,881adde5-5f36-4952-915d-42e971ce8529,52.390925,9.752099999999999,8.339619498072604
52.3909,9.752,1654676145902,881adde5-5f36-4952-915d-42e971ce8529,52.39092842383194,9.751965354517532,3.9391044135117816
52.3908,9.7519,1654676149867,881adde5-5f36-4952-915d-42e971ce8529,52.39090151650429,9.751926516504295,11.430636485062262
52.3908,9.7518,1654676153903,881adde5-5f36-4952-915d-42e971ce8529,52.3908898632442,9.751814350628711,10.03967744265998
52.3907,9.7516,1654676157892,881adde5-5f36-4952-915d-42e971ce8529,52.39073750000001,9.7515625,4.884970369992902
52.3907,9.7515,1654676167911,881adde5-5f36-4952-915d-42e971ce8529,52.3906631697644,9.75151435062871,4.209525639018789
52.3906,9.7513,1654676172880,881adde5-5f36-4952-915d-42e971ce8529,52.39064848349572,9.751326516504294,5.683483643718298
52.3905,9.7512,1654676176915,881adde5-5f36-4952-915d-42e971ce8529,52.390418543159484,9.75116535451753,9.357737112631693
52.3905,9.751,1654676179898,881adde5-5f36-4952-915d-42e971ce8529,52.39050000000001,9.750999999999998,7.155080319361541e-10
52.3904,9.7509,1654676181898,881adde5-5f36-4952-915d-42e971ce8529,52.39031854315948,9.750934645482468,9.357738450817472
52.3904,9.7507,1654676183928,881adde5-5f36-4952-915d-42e971ce8529,52.39044848349571,9.750673483495707,5.683486223780337
52.3904,9.7505,1654676185898,881adde5-5f36-4952-915d-42e971ce8529,52.3903631697644,9.750485649371287,4.209527170294803
52.3903,9.7504,1654676187916,881adde5-5f36-4952-915d-42e971ce8529,52.39033750000001,9.750437500000002,4.884982383409543
52.3909,9.751,1654676190310,881adde5-5f36-4952-915d-42e971ce8529,52.390989863244194,9.750985649371284,10.039677227982844
52.3911,9.75,1654676190314,881adde5-5f36-4952-915d-42e971ce8529,52.3912015165043,9.749973483495706,11.430634560491097
52.3912,9.7498,1654676192124,881adde5-5f36-4952-915d-42e971ce8529,52.39122842383193,9.749834645482467,3.9390948763163585
52.3911,9.7498,1654676192130,881adde5-5f36-4952-915d-42e971ce8529,52.3910625,9.749800000000004,4.169809750097286
52.3911,9.7497,1654676194889,881adde5-5f36-4952-915d-42e971ce8529,52.39113321822371,9.749570500712116,9.532379932702286
52.3909,9.751,1654676200008,881adde5-5f36-4952-915d-42e971ce8529,52.390942991747856,9.750986741747854,4.864389352724221
52.3911,9.7495,1654676200015,881adde5-5f36-4952-915d-42e971ce8529,52.39110277594306,9.749458345507604,2.8434245753992125
52.3912,9.7495,1654676203963,881adde5-5f36-4952-915d-42e971ce8529,52.39118124999999,9.749481250000002,2.4424780998267956
52.3912,9.7495,1654676203984,881adde5-5f36-4952-915d-42e971ce8529,52.39115972405693,9.74956441152478,6.257902878304788
52.3913,9.7495,1654676206886,881adde5-5f36-4952-915d-42e971ce8529,52.39136950825215,9.749486741747852,7.781152235917392
52.3914,9.7496,1654676209902,881adde5-5f36-4952-915d-42e971ce8529,52.391329281776294,9.749576566729292,8.022674515934286
52.3915,9.7496,1654676211892,881adde5-5f36-4952-915d-42e971ce8529,52.3915,9.749600000000001,2.1582644751608172e-10
52.3917,9.7496,1654676214861,881adde5-5f36-4952-915d-42e971ce8529,52.3916292817763,9.749623433270704,8.022672373702836
52.3918,9.7497,1654676217891,881adde5-5f36-4952-915d-42e971ce8529,52.39186950825215,9.749713258252148,7.781151058208871
52.3919,9.7497,1654676220897,881adde5-5f36-4952-915d-42e971ce8529,52.39185972405692,9.74963558847522,6.25785446197194
52.392,9.7497,1654676223891,881adde5-5f36-4952-915d-42e971ce8529,52.39198125,9.749718750000003,2.442466086183115
52.3921,9.7498,1654676226888,881adde5-5f36-4952-915d-42e971ce8529,52.392102775943066,9.749841654492396,2.843360912794548
52.3921,9.7498,1654676230898,881adde5-5f36-4952-915d-42e971ce8529,52.39214299174785,9.749813258252146,4.864384828013732
52.3922,9.7499,1654676235922,881adde5-5f36-4952-915d-42e971ce8529,52.39223321822371,9.750029499287884,9.532178036226092
52.3923,9.7498,1654676238904,881adde5-5f36-4952-915d-42e971ce8529,52.392206249999994,9.7498,10.42452437382857
52.3924,9.7499,1654676244894,881adde5-5f36-4952-915d-42e971ce8529,52.392421722112516,9.749911574685644,2.539879409894254
52.3925,9.7499,1654676252897,881adde5-5f36-4952-915d-42e971ce8529,52.39253977475644,9.749902274756442,4.425443891202663
52.3925,9.7499,1654676255111,881adde5-5f36-4952-915d-42e971ce8529,52.392560570796824,9.749863927258765,7.166172978275292
52.3925,9.7497,1654676255115,881adde5-5f36-4952-915d-42e971ce8529,52.39249999999999,9.749756250000003,3.8169325260672164
52.3925,9.7496,1654676255893,881adde5-5f36-4952-915d-42e971ce8529,52.39247692920317,9.749601427258762,2.5671830606881274
52.3925,9.7494,1654676256876,881adde5-5f36-4952-915d-42e971ce8529,52.39246022524355,9.749477274756442,6.85974482676883
52.3925,9.7491,1654676257902,881adde5-5f36-4952-915d-42e971ce8529,52.39251577788748,9.749074074685641,2.4845095510333213
52.3925,9.7489,1654676258894,881adde5-5f36-4952-915d-42e971ce8529,52.39244374999999,9.748900000000003,6.2547146244386065
52.3925,9.7487,1654676259889,881adde5-5f36-4952-915d-42e971ce8529,52.39251577788747,9.748725925314357,2.4845095499579695
52.3925,9.7485,1654676261060,881adde5-5f36-4952-915d-42e971ce8529,52.39246022524355,9.74842272524356,6.8597448266863426
52.3925,9.7487,1654676261060,881adde5-5f36-4952-915d-42e971ce8529,52.39247692920318,9.748698572741233,2.56718305998945
52.3926,9.7484,1654676261903,881adde5-5f36-4952-915d-42e971ce8529,52.392599999999995,9.748343750000002,3.8169238776588075
52.3926,9.7482,1654676262889,881adde5-5f36-4952-915d-42e971ce8529,52.39266057079682,9.748236072741234,7.16617108257388
52.3926,9.748,1654676263899,881adde5-5f36-4952-915d-42e971ce8529,52.39263977475645,9.74799772524356,4.425443878996615
52.3926,9.7479,1654676264882,881adde5-5f36-4952-915d-42e971ce8529,52.39262172211252,9.747888425314354,2.5398783099994167
52.3926,9.7476,1654676266891,881adde5-5f36-4952-915d-42e971ce8529,52.39258125000001,9.747600000000002,2.084904873633997
52.3926,9.7473,1654676268893,881adde5-5f36-4952-915d-42e971ce8529,52.39255473349571,9.747349665875577,6.057481848000015
52.3926,9.7472,1654676270871,881adde5-5f36-4952-915d-42e971ce8529,52.392618750000004,9.747082950487117,8.211643176088481
52.3926,9.747,1654676307893,881adde5-5f36-4952-915d-42e971ce8529,52.392607766504305,9.746954371021824,3.214400438518572
52.3926,9.7469,1654676311901,881adde5-5f36-4952-915d-42e971ce8529,52.39265625,9.7469375,6.752519303553357
52.3926,9.7467,1654676320894,881adde5-5f36-4952-915d-42e971ce8529,52.392607766504284,9.746676338013236,1.8231308120073915
52.3926,9.7467,1654676323153,881adde5-5f36-4952-915d-42e971ce8529,52.39261875000001,9.746657950487117,3.5338809632650836
52.3926,9.7466,1654676323156,881adde5-5f36-4952-915d-42e971ce8529,52.392554733495714,9.746521632866994,7.322108811305608
52.3928,9.7465,1654676324874,881adde5-5f36-4952-915d-42e971ce8529,52.392781250000006,9.746500000000001,2.084904873633997
52.3928,9.7464,1654676326039,881adde5-5f36-4952-915d-42e971ce8529,52.392754733495714,9.746478367133003,7.322091310345773
52.3929,9.7464,1654676326040,881adde5-5f36-4952-915d-42e971ce8529,52.39291875,9.746442049512885,3.533865303570982
52.393,9.7462,1654676326947,881adde5-5f36-4952-915d-42e971ce8529,52.393007766504304,9.746223661986763,1.8231179975448162
52.3931,9.7462,1654676328054,881adde5-5f36-4952-915d-42e971ce8529,52.39315624999999,9.746162499999999,6.7525084396824075
52.3932,9.7461,1654676328058,881adde5-5f36-4952-915d-42e971ce8529,52.39320776650429,9.746145628978175,3.214359894162601
52.3932,9.7461,1654676329034,881adde5-5f36-4952-915d-42e971ce8529,52.39321875,9.746217049512884,8.211538738981071
52.3933,9.746,1654676329046,881adde5-5f36-4952-915d-42e971ce8529,52.39325473349571,9.74595033412442,6.057452109244775
52.3934,9.7459,1654676329899,881adde5-5f36-4952-915d-42e971ce8529,52.39334375,9.745899999999999,6.254714623731283
52.3935,9.7458,1654676330898,881adde5-5f36-4952-915d-42e971ce8529,52.393516034195216,9.7458559151178,4.192155641746822
52.3935,9.7457,1654676331883,881adde5-5f36-4952-915d-42e971ce8529,52.39349450825216,9.745758524756441,4.0178760821004245
52.3936,9.7457,1654676332903,881adde5-5f36-4952-915d-42e971ce8529,52.39351602352415,9.745676711915964,9.470522434840523
52.3936,9.7457,1654676334114,881adde5-5f36-4952-915d-42e971ce8529,52.3936,9.745718749999998,1.2722791316978472
52.3937,9.7456,1654676334115,881adde5-5f36-4952-915d-42e971ce8529,52.39371995997155,9.74567822842026,5.753484907254153
52.3939,9.7455,1654676334900,881adde5-5f36-4952-915d-42e971ce8529,52.39386799174786,9.745521024756442,3.834428263634218
52.394,9.7454,1654676335885,881adde5-5f36-4952-915d-42e971ce8529,52.39397298230907,9.745407431622098,3.046257462843819
52.3941,9.7453,1654676336896,881adde5-5f36-4952-915d-42e971ce8529,52.39408125,9.7453,2.084904875048643
52.3942,9.7452,1654676337907,881adde5-5f36-4952-915d-42e971ce8529,52.39417298230907,9.745192568377906,3.0462570845233805
52.3943,9.7451,1654676338885,881adde5-5f36-4952-915d-42e971ce8529,52.39426799174787,9.74507897524356,3.8344234515646978
52.3943,9.7451,1654676340142,881adde5-5f36-4952-915d-42e971ce8529,52.39431995997156,9.745021771579742,5.753418328127818
52.3944,9.745,1654676340148,881adde5-5f36-4952-915d-42e971ce8529,52.3944,9.744981249999999,1.2722560695092846
52.3945,9.7449,1654676340932,881adde5-5f36-4952-915d-42e971ce8529,52.394416023524144,9.744923288084035,9.470517058728182
52.3945,9.7449,1654676342011,881adde5-5f36-4952-915d-42e971ce8529,52.39449450825216,9.744841475243557,4.01778714642727
52.3946,9.7448,1654676342012,881adde5-5f36-4952-915d-42e971ce8529,52.39461603419522,9.7447440848822,4.192070055214086
52.3947,9.7447,1654676342900,881adde5-5f36-4952-915d-42e971ce8529,52.3947375,9.744699999999998,4.16980974868264
52.3948,9.7447,1654676345050,881adde5-5f36-4952-915d-42e971ce8529,52.39481157468565,9.744720177258765,1.8790664585025754
52.3949,9.7446,1654676345051,881adde5-5f36-4952-915d-42e971ce8529,52.39484147524355,9.744639774756441,7.045089850968439
52.395,9.7444,1654676345893,881adde5-5f36-4952-915d-42e971ce8529,52.39503607274124,9.744369675314354,4.508074647512988
52.3951,9.7444,1654676348128,881adde5-5f36-4952-915d-42e971ce8529,52.395006249999994,9.744418749999998,10.501871071525605
52.3952,9.7443,1654676348134,881adde5-5f36-4952-915d-42e971ce8529,52.39520142725877,9.744344675314355,3.035480054600827
52.3953,9.7442,1654676348894,881adde5-5f36-4952-915d-42e971ce8529,52.395321024756434,9.744239774756439,3.570585990103012
52.3954,9.7442,1654676350011,881adde5-5f36-4952-915d-42e971ce8529,52.39542592531437,9.744145177258762,4.706115220846331
52.3954,9.7441,1654676350018,881adde5-5f36-4952-915d-42e971ce8529,52.395475,9.744099999999996,8.339619498072604
52.3955,9.744,1654676350894,881adde5-5f36-4952-915d-42e971ce8529,52.39552592531436,9.744054822741235,4.706108557841628
52.3956,9.7439,1654676351901,881adde5-5f36-4952-915d-42e971ce8529,52.39562102475644,9.743860225243557,3.5705721234183945
52.3957,9.7438,1654676352887,881adde5-5f36-4952-915d-42e971ce8529,52.395701427258764,9.743755324685642,3.035445757311887
52.3958,9.7438,1654676354078,881adde5-5f36-4952-915d-42e971ce8529,52.39570624999999,9.743781249999998,10.50186862761618
52.3958,9.7437,1654676354098,881adde5-5f36-4952-915d-42e971ce8529,52.39583607274123,9.743730324685643,4.508057622254981
52.3959,9.7436,1654676354878,881adde5-5f36-4952-915d-42e971ce8529,52.39584147524355,9.743560225243558,7.045066424248891
52.396,9.7435,1654676355880,881adde5-5f36-4952-915d-42e971ce8529,52.39601157468566,9.743479822741232,1.8790393353346952
52.3961,9.7434,1654676356874,881adde5-5f36-4952-915d-42e971ce8529,52.3960625,9.743399999999998,4.16980974868264
52.3962,9.7433,1654676357911,881adde5-5f36-4952-915d-42e971ce8529,52.39627551261549,9.743250334124417,9.047610363814456
52.3963,9.7432,1654676358894,881adde5-5f36-4952-915d-42e971ce8529,52.3963,9.743135983495707,4.343566917140178
52.3964,9.7432,1654676360000,881adde5-5f36-4952-915d-42e971ce8529,52.39635318864194,9.743245628978174,6.056309916140188
52.3964,9.7431,1654676360003,881adde5-5f36-4952-915d-42e971ce8529,52.39643749999999,9.743137500000001,4.8847991809129745
52.3965,9.743,1654676360897,881adde5-5f36-4952-915d-42e971ce8529,52.39649377834947,9.743023661986761,1.748188400583425
52.3966,9.743,1654676362014,881adde5-5f36-4952-915d-42e971ce8529,52.3966,9.743010983495708,0.7452331987366668
52.3967,9.7429,1654676362019,881adde5-5f36-4952-915d-42e971ce8529,52.39667752039311,9.742978367133006,5.875451325719368
52.3968,9.7428,1654676362894,881adde5-5f36-4952-915d-42e971ce8529,52.396762499999994,9.742799999999999,4.169809749389963
52.3969,9.7427,1654676363896,881adde5-5f36-4952-915d-42e971ce8529,52.39687752039312,9.74262163286699,5.875429516961945
52.397,9.7426,1654676364893,881adde5-5f36-4952-915d-42e971ce8529,52.39699999999999,9.742589016504295,0.7452264433684606
52.397,9.7425,1654676365891,881adde5-5f36-4952-915d-42e971ce8529,52.396993778349454,9.742476338013235,1.748171695776178
52.3971,9.7424,1654676366889,881adde5-5f36-4952-915d-42e971ce8529,52.397137499999985,9.7423625,4.884778157977294
52.3972,9.7424,1654676367899,881adde5-5f36-4952-915d-42e971ce8529,52.39715318864196,9.742354371021822,6.056281223739615
52.3973,9.7423,1654676368890,881adde5-5f36-4952-915d-42e971ce8529,52.39730000000001,9.742364016504297,4.343468489036513
52.3974,9.7422,1654676370886,881adde5-5f36-4952-915d-42e971ce8529,52.39747551261547,9.74224966587558,9.047576232668334
52.3975,9.7421,1654676372908,881adde5-5f36-4952-915d-42e971ce8529,52.397575,9.7421,8.339619498072604
52.3976,9.742,1654676375898,881adde5-5f36-4952-915d-42e971ce8529,52.397565354517525,9.741938838013239,5.662292054630742
52.3976,9.742,1654676379010,881adde5-5f36-4952-915d-42e971ce8529,52.39761553300859,9.742000000000003,1.7271917506563872
52.3977,9.742,1654676379018,881adde5-5f36-4952-915d-42e971ce8529,52.39768564937128,9.741987834124423,1.7965690203393465
52.3977,9.742,1654676397074,881adde5-5f36-4952-915d-42e971ce8529,52.3977,9.742000000000004,2.1579612890160782e-10
52.3978,9.7419,1654676397074,881adde5-5f36-4952-915d-42e971ce8529,52.39781435062872,9.741940867133009,3.1991512067533305
52.3979,9.7419,1654676399899,881adde5-5f36-4952-915d-42e971ce8529,52.39780946699141,9.741899999999998,10.06681124872899
52.398,9.7419,1654676402005,881adde5-5f36-4952-915d-42e971ce8529,52.398034645482475,9.741891871021828,3.8916823963976603
52.3981,9.7418,1654676402006,881adde5-5f36-4952-915d-42e971ce8529,52.398174999999995,9.741800000000001,8.339619498072604
52.3982,9.7418,1654676403917,881adde5-5f36-4952-915d-42e971ce8529,52.398234645482475,9.741808128978176,3.891682042171765
52.3982,9.7418,1654676406067,881adde5-5f36-4952-915d-42e971ce8529,52.398109466991414,9.7418,10.06681124872899
52.3983,9.7418,1654676406067,881adde5-5f36-4952-915d-42e971ce8529,52.39831435062871,9.741759132866996,3.1991239751381224
52.3984,9.7418,1654676407902,881adde5-5f36-4952-915d-42e971ce8529,52.398399999999995,9.741800000000001,7.155051188999055e-10
52.3985,9.7417,1654676410870,881adde5-5f36-4952-915d-42e971ce8529,52.398485649371295,9.741712165875581,1.7965621437083046
52.3985,9.7417,1654676414115,881adde5-5f36-4952-915d-42e971ce8529,52.398515533008585,9.741699999999998,1.727191749949064
52.3986,9.7415,1654676414127,881adde5-5f36-4952-915d-42e971ce8529,52.39856535451754,9.741561161986766,5.662223134240855
52.3986,9.7414,1654676420892,881adde5-5f36-4952-915d-42e971ce8529,52.39876875,9.741399999999999,18.764143871193852
52.3986,9.7411,1654676422896,881adde5-5f36-4952-915d-42e971ce8529,52.398618750000026,9.741050334124418,3.9625292441754167
52.3986,9.741,1654676423895,881adde5-5f36-4952-915d-42e971ce8529,52.39859223349571,9.740999999999996,0.863595874974532
52.3986,9.741,1654676426082,881adde5-5f36-4952-915d-42e971ce8529,52.39861875000001,9.741045628978176,3.732397604172644
52.3986,9.7408,1654676426085,881adde5-5f36-4952-915d-42e971ce8529,52.39858125000001,9.740799999999997,2.08490487434132
52.3986,9.7408,1654676427046,881adde5-5f36-4952-915d-42e971ce8529,52.39861875000002,9.740823661986763,2.6313750988679163
52.3986,9.7406,1654676427051,881adde5-5f36-4952-915d-42e971ce8529,52.3986452665043,9.740599999999999,5.033405625071818
52.3987,9.7404,1654676429002,881adde5-5f36-4952-915d-42e971ce8529,52.398718750000015,9.740478367133004,5.711136152144298
52.3987,9.7403,1654676429007,881adde5-5f36-4952-915d-42e971ce8529,52.398643750000005,9.740299999999998,6.25471462302396
52.3987,9.7402,1654676429897,881adde5-5f36-4952-915d-42e971ce8529,52.398718750000015,9.740121632866993,5.711136152244748
52.3987,9.74,1654676430909,881adde5-5f36-4952-915d-42e971ce8529,52.3987452665043,9.739999999999998,5.0334056257791415
52.3987,9.7398,1654676431897,881adde5-5f36-4952-915d-42e971ce8529,52.398718750000015,9.739776338013238,2.63137287925731
52.3988,9.7397,1654676432892,881adde5-5f36-4952-915d-42e971ce8529,52.39878125000001,9.739699999999996,2.084904873633997
52.3988,9.7395,1654676433895,881adde5-5f36-4952-915d-42e971ce8529,52.398818750000025,9.739454371021825,3.7323859665464614
52.3988,9.7394,1654676434886,881adde5-5f36-4952-915d-42e971ce8529,52.39879223349571,9.739399999999998,0.863595874974532
52.3988,9.7392,1654676435907,881adde5-5f36-4952-915d-42e971ce8529,52.39881875000002,9.73924966587558,3.962516255658455
52.3989,9.7391,1654676436876,881adde5-5f36-4952-915d-42e971ce8529,52.39897499999999,9.739100000000002,8.339619498072604
