latitude,longitude,trip_timestamp,trip_id
52.3942,9.7452,1654676337907,881adde5-5f36-4952-915d-42e971ce8529
52.3943,9.7451,1654676338885,881adde5-5f36-4952-915d-42e971ce8529
52.3943,9.7451,1654676340142,881adde5-5f36-4952-915d-42e971ce8529
52.3944,9.745,1654676340148,881adde5-5f36-4952-915d-42e971ce8529
52.3945,9.7449,1654676340932,881adde5-5f36-4952-915d-42e971ce8529
52.3945,9.7449,1654676342011,881adde5-5f36-4952-915d-42e971ce8529
52.3946,9.7448,1654676342012,881adde5-5f36-4952-915d-42e971ce8529
52.3947,9.7447,1654676342900,881adde5-5f36-4952-915d-42e971ce8529
52.3948,9.7447,1654676345050,881adde5-5f36-4952-915d-42e971ce8529
52.3949,9.7446,1654676345051,881adde5-5f36-4952-915d-42e971ce8529
52.395,9.7444,1654676345893,881adde5-5f36-4952-915d-42e971ce8529
52.3951,9.7444,1654676348128,881adde5-5f36-4952-915d-42e971ce8529
52.3952,9.7443,1654676348134,881adde5-5f36-4952-915d-42e971ce8529
52.3953,9.7442,1654676348894,881adde5-5f36-4952-915d-42e971ce8529
52.3954,9.7442,1654676350011,881adde5-5f36-4952-915d-42e971ce8529
52.3954,9.7441,1654676350018,881adde5-5f36-4952-915d-42e971ce8529
52.3955,9.744,1654676350894,881adde5-5f36-4952-915d-42e971ce8529
52.3956,9.7439,1654676351901,881adde5-5f36-4952-915d-42e971ce8529
52.3957,9.7438,1654676352887,881adde5-5f36-4952-915d-42e971ce8529
52.3958,9.7438,1654676354078,881adde5-5f36-4952-915d-42e971ce8529
52.3958,9.7437,1654676354098,881adde5-5f36-4952-915d-42e971ce8529
52.3959,9.7436,1654676354878,881adde5-5f36-4952-915d-42e971ce8529
52.396,9.7435,1654676355880,881adde5-5f36-4952-915d-42e971ce8529
52.3961,9.7434,1654676356874,881adde5-5f36-4952-915d-42e971ce8529
52.3962,9.7433,1654676357911,881adde5-5f36-4952-915d-42e971ce8529
52.3963,9.7432,1654676358894,881adde5-5f36-4952-915d-42e971ce8529
52.3964,9.7432,1654676360000,881adde5-5f36-4952-915d-42e971ce8529
52.3964,9.7431,1654676360003,881adde5-5f36-4952-915d-42e971ce8529
52.3965,9.743,1654676360897,881adde5-5f36-4952-915d-42e971ce8529
52.3966,9.743,1654676362014,881adde5-5f36-4952-915d-42e971ce8529
52.3967,9.7429,1654676362019,881adde5-5f36-4952-915d-42e971ce8529
52.3968,9.7428,1654676362894,881adde5-5f36-4952-915d-42e971ce8529
52.3969,9.7427,1654676363896,881adde5-5f36-4952-915d-42e971ce8529
52.397,9.7426,1654676364893,881adde5-5f36-4952-915d-42e971ce8529
52.397,9.7425,1654676365891,881adde5-5f36-4952-915d-42e971ce8529
52.3971,9.7424,1654676366889,881adde5-5f36-4952-915d-42e971ce8529
52.3972,9.7424,1654676367899,881adde5-5f36-4952-915d-42e971ce8529
52.3973,9.7423,1654676368890,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7422,1654676370886,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7421,1654676372908,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.742,1654676375898,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.742,1654676379010,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.742,1654676379018,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.742,1654676397074,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.7419,1654676397074,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.7419,1654676399899,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7419,1654676402005,881adde5-5f36-4952-915d-42e971ce8529
52.3981,9.7418,1654676402006,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7418,1654676403917,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7418,1654676406067,881adde5-5f36-4952-915d-42e971ce8529
52.3983,9.7418,1654676406067,881adde5-5f36-4952-915d-42e971ce8529
52.3984,9.7418,1654676407902,881adde5-5f36-4952-915d-42e971ce8529
52.3985,9.7417,1654676410870,881adde5-5f36-4952-915d-42e971ce8529
52.3985,9.7417,1654676414115,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7415,1654676414127,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7414,1654676420892,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7411,1654676422896,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.741,1654676423895,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.741,1654676426082,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7408,1654676426085,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7408,1654676427046,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7406,1654676427051,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.7404,1654676429002,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.7403,1654676429007,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.7402,1654676429897,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.74,1654676430909,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.7398,1654676431897,881adde5-5f36-4952-915d-42e971ce8529
52.3988,9.7397,1654676432892,881adde5-5f36-4952-915d-42e971ce8529
52.3988,9.7395,1654676433895,881adde5-5f36-4952-915d-42e971ce8529
52.3988,9.7394,1654676434886,881adde5-5f36-4952-915d-42e971ce8529
52.3988,9.7392,1654676435907,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7391,1654676436876,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7389,1654676437889,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7389,1654676439009,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7387,1654676439015,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7386,1654676439890,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7384,1654676440890,881adde5-5f36-4952-915d-42e971ce8529
52.399,9.7383,1654676441893,881adde5-5f36-4952-915d-42e971ce8529
52.399,9.7381,1654676442895,881adde5-5f36-4952-915d-42e971ce8529
52.399,9.7379,1654676443894,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.7376,1654676444898,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.7376,1654676446017,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.7374,1654676446024,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.7372,1654676447009,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.7372,1654676447024,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.737,1654676447902,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7368,1654676448880,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7367,1654676450033,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7366,1654676450037,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7364,1654676450911,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7362,1654676451892,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7361,1654676453002,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.736,1654676453057,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7359,1654676453896,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7358,1654676455046,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7357,1654676455071,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7356,1654676455896,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7353,1654676457030,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7355,1654676457030,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7352,1654676458167,881adde5-5f36-4952-915d-42e971ce8529
52.3993,9.7351,1654676458177,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7349,1654676458892,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7347,1654676459892,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7346,1654676460892,881adde5-5f36-4952-915d-42e971ce8529
52.3992,9.7344,1654676461894,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.7342,1654676463900,881adde5-5f36-4952-915d-42e971ce8529
52.3991,9.734,1654676466895,881adde5-5f36-4952-915d-42e971ce8529
52.399,9.7338,1654676469886,881adde5-5f36-4952-915d-42e971ce8529
52.399,9.7336,1654676480036,881adde5-5f36-4952-915d-42e971ce8529
52.399,9.7337,1654676480036,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7334,1654676481897,881adde5-5f36-4952-915d-42e971ce8529
52.3989,9.7333,1654676483891,881adde5-5f36-4952-915d-42e971ce8529
52.3988,9.7331,1654676485897,881adde5-5f36-4952-915d-42e971ce8529
52.3988,9.7329,1654676487889,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.7327,1654676489909,881adde5-5f36-4952-915d-42e971ce8529
52.3987,9.7326,1654676490912,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7323,1654676492897,881adde5-5f36-4952-915d-42e971ce8529
52.3986,9.7321,1654676494885,881adde5-5f36-4952-915d-42e971ce8529
52.3985,9.7318,1654676496896,881adde5-5f36-4952-915d-42e971ce8529
52.3985,9.7316,1654676499010,881adde5-5f36-4952-915d-42e971ce8529
52.3985,9.7317,1654676499010,881adde5-5f36-4952-915d-42e971ce8529
52.3984,9.7314,1654676500910,881adde5-5f36-4952-915d-42e971ce8529
52.3984,9.7312,1654676502885,881adde5-5f36-4952-915d-42e971ce8529
52.3984,9.7312,1654676505065,881adde5-5f36-4952-915d-42e971ce8529
52.3984,9.731,1654676505067,881adde5-5f36-4952-915d-42e971ce8529
52.3983,9.7308,1654676506904,881adde5-5f36-4952-915d-42e971ce8529
52.3983,9.7306,1654676509899,881adde5-5f36-4952-915d-42e971ce8529
52.3983,9.7304,1654676512889,881adde5-5f36-4952-915d-42e971ce8529
52.3983,9.7303,1654676517895,881adde5-5f36-4952-915d-42e971ce8529
52.3983,9.7301,1654676521010,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.73,1654676521011,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7298,1654676522895,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7298,1654676525116,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7296,1654676525126,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7293,1654676526885,881adde5-5f36-4952-915d-42e971ce8529
52.3982,9.7291,1654676529008,881adde5-5f36-4952-915d-42e971ce8529
52.3981,9.729,1654676529009,881adde5-5f36-4952-915d-42e971ce8529
52.3981,9.7288,1654676530898,881adde5-5f36-4952-915d-42e971ce8529
52.3981,9.7285,1654676532896,881adde5-5f36-4952-915d-42e971ce8529
52.3981,9.7283,1654676534904,881adde5-5f36-4952-915d-42e971ce8529
52.3981,9.7281,1654676535884,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.728,1654676536870,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7279,1654676538012,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7278,1654676538016,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7276,1654676538872,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7274,1654676539885,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7273,1654676540882,881adde5-5f36-4952-915d-42e971ce8529
52.398,9.7271,1654676541879,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.727,1654676542893,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.7268,1654676543865,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.7266,1654676544886,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.7266,1654676546064,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.7265,1654676546068,881adde5-5f36-4952-915d-42e971ce8529
52.3979,9.7263,1654676546892,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.7261,1654676548897,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.726,1654676595039,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.7259,1654676595079,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.7256,1654676596895,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.7256,1654676597999,881adde5-5f36-4952-915d-42e971ce8529
52.3978,9.7254,1654676598005,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.7252,1654676598908,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.725,1654676599889,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.7249,1654676601028,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.7248,1654676601030,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.7246,1654676601934,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.7244,1654676602891,881adde5-5f36-4952-915d-42e971ce8529
52.3977,9.7243,1654676603947,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7241,1654676604879,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7239,1654676605890,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7237,1654676607009,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7239,1654676607009,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7235,1654676607896,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7233,1654676608904,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7232,1654676609886,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.723,1654676610893,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7228,1654676611893,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7226,1654676613907,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7224,1654676616048,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7226,1654676616048,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7223,1654676617037,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7222,1654676617054,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7221,1654676618095,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.722,1654676618104,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7218,1654676618923,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7217,1654676619900,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7215,1654676620950,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7215,1654676623116,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7213,1654676623119,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7211,1654676624898,881adde5-5f36-4952-915d-42e971ce8529
52.3976,9.7209,1654676626891,881adde5-5f36-4952-915d-42e971ce8529
52.3975,9.7206,1654676629072,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7206,1654676629086,881adde5-5f36-4952-915d-42e971ce8529
52.3974,9.7204,1654676631053,881adde5-5f36-4952-915d-42e971ce8529
52.3973,9.7204,1654676631060,881adde5-5f36-4952-915d-42e971ce8529
52.3972,9.7202,1654676632914,881adde5-5f36-4952-915d-42e971ce8529
52.3972,9.7201,1654676634002,881adde5-5f36-4952-915d-42e971ce8529
52.3971,9.72,1654676634011,881adde5-5f36-4952-915d-42e971ce8529
52.3971,9.7199,1654676634882,881adde5-5f36-4952-915d-42e971ce8529
52.3971,9.7199,1654676636083,881adde5-5f36-4952-915d-42e971ce8529
52.397,9.7197,1654676636084,881adde5-5f36-4952-915d-42e971ce8529
52.3969,9.7196,1654676636888,881adde5-5f36-4952-915d-42e971ce8529
52.3969,9.7195,1654676637894,881adde5-5f36-4952-915d-42e971ce8529
52.3968,9.7193,1654676638914,881adde5-5f36-4952-915d-42e971ce8529
52.3968,9.7192,1654676640021,881adde5-5f36-4952-915d-42e971ce8529
52.3967,9.7192,1654676640028,881adde5-5f36-4952-915d-42e971ce8529
52.3967,9.719,1654676640896,881adde5-5f36-4952-915d-42e971ce8529
52.3967,9.719,1654676642016,881adde5-5f36-4952-915d-42e971ce8529
52.3966,9.7189,1654676642019,881adde5-5f36-4952-915d-42e971ce8529
52.3966,9.7188,1654676642894,881adde5-5f36-4952-915d-42e971ce8529
52.3965,9.7187,1654676643893,881adde5-5f36-4952-915d-42e971ce8529
52.3964,9.7184,1654676645897,881adde5-5f36-4952-915d-42e971ce8529
52.3964,9.7183,1654676648057,881adde5-5f36-4952-915d-42e971ce8529
52.3963,9.7182,1654676648064,881adde5-5f36-4952-915d-42e971ce8529
52.3962,9.718,1654676649894,881adde5-5f36-4952-915d-42e971ce8529
52.3962,9.7179,1654676696884,881adde5-5f36-4952-915d-42e971ce8529
52.3962,9.7179,1654676698992,881adde5-5f36-4952-915d-42e971ce8529
52.3961,9.7178,1654676698994,881adde5-5f36-4952-915d-42e971ce8529
52.3961,9.7176,1654676700886,881adde5-5f36-4952-915d-42e971ce8529
52.3961,9.7176,1654676703053,881adde5-5f36-4952-915d-42e971ce8529
52.396,9.7175,1654676703060,881adde5-5f36-4952-915d-42e971ce8529
52.396,9.7174,1654676705176,881adde5-5f36-4952-915d-42e971ce8529
52.3959,9.7175,1654676705203,881adde5-5f36-4952-915d-42e971ce8529
52.3957,9.7176,1654676706919,881adde5-5f36-4952-915d-42e971ce8529
52.3956,9.7176,1654676707890,881adde5-5f36-4952-915d-42e971ce8529
52.3956,9.7176,1654676709142,881adde5-5f36-4952-915d-42e971ce8529
52.3955,9.7177,1654676709148,881adde5-5f36-4952-915d-42e971ce8529
52.3954,9.7177,1654676710141,881adde5-5f36-4952-915d-42e971ce8529
52.3953,9.7177,1654676710146,881adde5-5f36-4952-915d-42e971ce8529
52.3952,9.7178,1654676711029,881adde5-5f36-4952-915d-42e971ce8529
52.3952,9.7178,1654676711056,881adde5-5f36-4952-915d-42e971ce8529
52.3951,9.7178,1654676711900,881adde5-5f36-4952-915d-42e971ce8529
52.395,9.7179,1654676713023,881adde5-5f36-4952-915d-42e971ce8529
52.3949,9.7179,1654676713058,881adde5-5f36-4952-915d-42e971ce8529
52.3948,9.7179,1654676713898,881adde5-5f36-4952-915d-42e971ce8529
52.3947,9.718,1654676714906,881adde5-5f36-4952-915d-42e971ce8529
52.3945,9.718,1654676715900,881adde5-5f36-4952-915d-42e971ce8529
52.3944,9.7181,1654676717084,881adde5-5f36-4952-915d-42e971ce8529
52.3945,9.7181,1654676717084,881adde5-5f36-4952-915d-42e971ce8529
52.3944,9.7181,1654676718008,881adde5-5f36-4952-915d-42e971ce8529
52.3943,9.7181,1654676718011,881adde5-5f36-4952-915d-42e971ce8529
52.3942,9.7182,1654676718892,881adde5-5f36-4952-915d-42e971ce8529
52.3941,9.7183,1654676719898,881adde5-5f36-4952-915d-42e971ce8529
52.3939,9.7183,1654676720899,881adde5-5f36-4952-915d-42e971ce8529
52.3938,9.7184,1654676721891,881adde5-5f36-4952-915d-42e971ce8529
52.3937,9.7185,1654676722895,881adde5-5f36-4952-915d-42e971ce8529
52.3936,9.7185,1654676724013,881adde5-5f36-4952-915d-42e971ce8529
52.3937,9.7185,1654676724013,881adde5-5f36-4952-915d-42e971ce8529
52.3935,9.7186,1654676725128,881adde5-5f36-4952-915d-42e971ce8529
52.3935,9.7186,1654676725128,881adde5-5f36-4952-915d-42e971ce8529
52.3934,9.7187,1654676726021,881adde5-5f36-4952-915d-42e971ce8529
52.3935,9.7186,1654676726021,881adde5-5f36-4952-915d-42e971ce8529
52.3933,9.7188,1654676726889,881adde5-5f36-4952-915d-42e971ce8529
52.3932,9.7189,1654676727893,881adde5-5f36-4952-915d-42e971ce8529
52.393,9.7189,1654676728894,881adde5-5f36-4952-915d-42e971ce8529
52.3929,9.719,1654676729899,881adde5-5f36-4952-915d-42e971ce8529
52.3928,9.7191,1654676732112,881adde5-5f36-4952-915d-42e971ce8529
52.3928,9.7192,1654676732123,881adde5-5f36-4952-915d-42e971ce8529
52.3927,9.7192,1654676732923,881adde5-5f36-4952-915d-42e971ce8529
52.3926,9.7193,1654676733898,881adde5-5f36-4952-915d-42e971ce8529
52.3925,9.7194,1654676734886,881adde5-5f36-4952-915d-42e971ce8529
52.3924,9.7195,1654676735882,881adde5-5f36-4952-915d-42e971ce8529
52.3923,9.7195,1654676737057,881adde5-5f36-4952-915d-42e971ce8529
52.3923,9.7196,1654676737062,881adde5-5f36-4952-915d-42e971ce8529
52.3922,9.7197,1654676738908,881adde5-5f36-4952-915d-42e971ce8529
52.3921,9.7198,1654676739900,881adde5-5f36-4952-915d-42e971ce8529
52.392,9.7199,1654676741904,881adde5-5f36-4952-915d-42e971ce8529
52.3919,9.7199,1654676743904,881adde5-5f36-4952-915d-42e971ce8529
52.3918,9.72,1654676819030,881adde5-5f36-4952-915d-42e971ce8529
52.3918,9.72,1654676819030,881adde5-5f36-4952-915d-42e971ce8529
52.3917,9.7201,1654676820893,881adde5-5f36-4952-915d-42e971ce8529
52.3916,9.7202,1654676822887,881adde5-5f36-4952-915d-42e971ce8529
52.3915,9.7203,1654676824900,881adde5-5f36-4952-915d-42e971ce8529
52.3914,9.7203,1654676827149,881adde5-5f36-4952-915d-42e971ce8529
52.3914,9.7205,1654676827160,881adde5-5f36-4952-915d-42e971ce8529
52.3914,9.7207,1654676827931,881adde5-5f36-4952-915d-42e971ce8529
52.3915,9.7211,1654676829894,881adde5-5f36-4952-915d-42e971ce8529
52.3915,9.7212,1654676831070,881adde5-5f36-4952-915d-42e971ce8529
52.3915,9.7213,1654676831072,881adde5-5f36-4952-915d-42e971ce8529
52.3916,9.7215,1654676831889,881adde5-5f36-4952-915d-42e971ce8529
52.3916,9.7215,1654676833032,881adde5-5f36-4952-915d-42e971ce8529
52.3916,9.7217,1654676833034,881adde5-5f36-4952-915d-42e971ce8529
52.3917,9.7219,1654676834103,881adde5-5f36-4952-915d-42e971ce8529
52.3917,9.722,1654676834104,881adde5-5f36-4952-915d-42e971ce8529
52.3917,9.7221,1654676834899,881adde5-5f36-4952-915d-42e971ce8529
52.3918,9.7223,1654676835899,881adde5-5f36-4952-915d-42e971ce8529
52.3918,9.7225,1654676836905,881adde5-5f36-4952-915d-42e971ce8529
